   2.1894928931024208E+02   2.2052046637642715E+02
   1.9620286717092844E+02   1.9818090766200478E+02
   1.4918136190520624E+02   1.5110709593326524E+02
   1.5732287178777548E+02   1.5988349257876189E+02
   1.5396597209245451E+02   1.5650803075308585E+02
   2.1175701247501465E+02   2.1338117654930770E+02
   1.6983905928607072E+02   1.7168603210424206E+02
   1.6141050931960396E+02   1.6330221102386341E+02
   2.0404950726110562E+02   2.0553856847760409E+02
   2.4200648070481313E+02   2.4473364315420540E+02
   2.1169698860918950E+02   2.1354841106858893E+02
   2.1997517008302438E+02   2.2157099992997954E+02
   1.6937773233804171E+02   1.7089723843203177E+02
   1.6689142424109025E+02   1.6950789782452233E+02
   1.5010775360178803E+02   1.5252411067375164E+02
   2.1710364580272062E+02   2.1887651934358288E+02
   1.9792237619617950E+02   2.0074561839097390E+02
   1.9951461099794852E+02   2.0101253260199630E+02
   2.3557335730419794E+02   2.3823761169274601E+02
   2.4589637176163095E+02   2.4822583054197293E+02
   2.2084987321965349E+02   2.2285520217549410E+02
   1.7053406645754004E+02   1.7217731492118162E+02
   2.1754999312301598E+02   2.2008011312406910E+02
   2.2030937621420202E+02   2.2284753313503975E+02
   2.0900015039188014E+02   2.1120282149106694E+02
   2.3242869773594379E+02   2.3462499849147090E+02
   2.4232676160772539E+02   2.4458623148478009E+02
   2.0938380467665124E+02   2.1114159600595212E+02
   1.4746385796037276E+02   1.4982737895256651E+02
   1.6690513495980247E+02   1.6874814425595181E+02
   1.4906637866915020E+02   1.5110445644861306E+02
   2.4309439381584318E+02   2.4535119153430026E+02
   1.9592800290649220E+02   1.9871111738200941E+02
   2.2961717515836185E+02   2.3195964791349957E+02
   1.9164373317646096E+02   1.9333439756617349E+02
   1.9674647070720130E+02   1.9873792045719611E+02
   1.8874725906990577E+02   1.9015460788178439E+02
   2.3301153407295644E+02   2.3521055889188167E+02
   2.3198250712699317E+02   2.3369534573292427E+02
   2.0920641648707218E+02   2.1068736430626399E+02
   1.7477716723699612E+02   1.7703599442829525E+02
   1.7523921392601966E+02   1.7665872067706138E+02
   1.7218729299477766E+02   1.7473068986758798E+02
   2.1513128294486216E+02   2.1740910295718280E+02
   2.2791852871030005E+02   2.2990395720322601E+02
   2.3223940893413155E+02   2.3465030254103192E+02
   2.2929511128884943E+02   2.3130409645301768E+02
   1.7375047777141737E+02   1.7613177258137037E+02
   2.3069692330861267E+02   2.3234441981412377E+02
   2.1124080211134458E+02   2.1407111348884223E+02
   1.7260472987143535E+02   1.7436706601981197E+02
   1.8401427433095748E+02   1.8566507289947180E+02
   1.9155402846414654E+02   1.9295078974878237E+02
   2.0071826308801275E+02   2.0239720697151881E+02
   1.9979120249001025E+02   2.0153815525372883E+02
